id_prod,date,session_id,client_id,price,categ,sex,birth,age,age_range,age_range_mean,month,price_customer_purchase,price_range,number_purchase,number_purchase_month,basket_size
0_991,2021-05-16 11:05:38.627358,s_35252,c_1609,19.99,0,m,1980,42,"(33.0, 48.0]",40,5,162007.34000000064,"(17.99, 20.99]",12855,1132,2
1_403,2022-02-19 05:33:07.658135,s_167452,c_6714,17.99,1,f,1968,54,"(48.0, 63.0]",55,2,73220.8,"(15.99, 17.99]",4473,348,7
1_336,2021-08-20 00:36:03.368184,s_78092,c_3454,23.56,1,m,1969,53,"(48.0, 63.0]",55,8,54466.37999999937,"(20.99, 27.52]",3275,247,1
1_417,2021-08-06 05:45:39.855191,s_72008,c_3454,20.99,1,m,1969,53,"(48.0, 63.0]",55,8,54466.37999999937,"(17.99, 20.99]",3275,247,1
0_1731,2022-02-19 16:04:21.251490,s_167680,c_1609,14.99,0,m,1980,42,"(33.0, 48.0]",40,2,162007.34000000064,"(13.9, 15.99]",12855,1074,2
0_2004,2021-12-10 03:14:27.106094,s_132093,c_1609,10.38,0,m,1980,42,"(33.0, 48.0]",40,12,162007.34000000064,"(9.87, 11.73]",12855,1287,5
0_1052,2021-08-01 20:49:13.389284,s_70094,c_1609,3.79,0,m,1980,42,"(33.0, 48.0]",40,8,162007.34000000064,"(0.619, 4.99]",12855,901,4
0_2076,2021-06-17 07:36:56.047277,s_49775,c_1609,11.39,0,m,1980,42,"(33.0, 48.0]",40,6,162007.34000000064,"(9.87, 11.73]",12855,946,3
0_1784,2022-02-27 11:55:07.359871,s_171670,c_1609,19.84,0,m,1980,42,"(33.0, 48.0]",40,2,162007.34000000064,"(17.99, 20.99]",12855,1074,4
1_400,2021-11-30 12:49:48.415407,s_127316,c_6714,16.6,1,f,1968,54,"(48.0, 63.0]",55,11,73220.8,"(15.99, 17.99]",4473,410,8
1_617,2021-11-10 11:44:25.162383,s_117498,c_1609,14.99,1,m,1980,42,"(33.0, 48.0]",40,11,162007.34000000064,"(13.9, 15.99]",12855,1057,2
0_2049,2021-08-22 10:34:54.937496,s_79143,c_1609,5.99,0,m,1980,42,"(33.0, 48.0]",40,8,162007.34000000064,"(4.99, 7.41]",12855,901,3
0_1033,2021-09-27 23:05:37.837056,s_96561,c_6714,7.99,0,f,1968,54,"(48.0, 63.0]",55,9,73220.8,"(7.41, 9.87]",4473,464,3
1_385,2022-01-05 14:40:19.619870,s_145374,c_6714,25.99,1,f,1968,54,"(48.0, 63.0]",55,1,73220.8,"(20.99, 27.52]",4473,380,6
0_1418,2021-09-10 06:03:29.260705,s_87636,c_1609,8.57,0,m,1980,42,"(33.0, 48.0]",40,9,162007.34000000064,"(7.41, 9.87]",12855,1428,2
0_1049,2021-09-20 09:53:04.015081,s_92695,c_1609,12.99,0,m,1980,42,"(33.0, 48.0]",40,9,162007.34000000064,"(11.73, 13.9]",12855,1428,4
0_209,2021-04-19 19:54:16.971462,s_22881,c_1609,6.99,0,m,1980,42,"(33.0, 48.0]",40,4,162007.34000000064,"(4.99, 7.41]",12855,1091,1
0_1702,2021-08-05 23:53:58.161953,s_71894,c_3454,13.13,0,m,1969,53,"(48.0, 63.0]",55,8,54466.37999999937,"(11.73, 13.9]",3275,247,1
1_505,2021-09-21 07:44:44.173037,s_93136,c_3454,16.99,1,m,1969,53,"(48.0, 63.0]",55,9,54466.37999999937,"(15.99, 17.99]",3275,300,3
1_398,2021-05-13 04:40:37.850119,s_33814,c_4958,10.17,1,m,1999,23,"(17.925, 33.0]",25,5,144257.21000000183,"(9.87, 11.73]",2562,214,1
0_1619,2021-03-01 17:50:33.064159,s_359,c_6714,4.99,0,f,1968,54,"(48.0, 63.0]",55,3,73220.8,"(0.619, 4.99]",4473,391,4
1_397,2021-03-26 13:28:29.723420,s_11764,c_4958,18.99,1,m,1999,23,"(17.925, 33.0]",25,3,144257.21000000183,"(17.99, 20.99]",2562,219,1
1_449,2021-07-31 11:24:18.463891,s_69506,c_1609,14.99,1,m,1980,42,"(33.0, 48.0]",40,7,162007.34000000064,"(13.9, 15.99]",12855,829,2
2_110,2021-06-05 10:47:07.753078,s_44372,c_4958,62.25,2,m,1999,23,"(17.925, 33.0]",25,6,144257.21000000183,"(27.52, 300.0]",2562,231,2
0_280,2021-04-21 20:23:56.498725,s_23814,c_1609,4.09,0,m,1980,42,"(33.0, 48.0]",40,4,162007.34000000064,"(0.619, 4.99]",12855,1091,2
0_1461,2022-01-22 23:04:14.838374,s_153735,c_6714,11.99,0,f,1968,54,"(48.0, 63.0]",55,1,73220.8,"(11.73, 13.9]",4473,380,6
0_1360,2021-05-15 10:05:42.055711,s_34796,c_1609,4.33,0,m,1980,42,"(33.0, 48.0]",40,5,162007.34000000064,"(0.619, 4.99]",12855,1132,2
0_1403,2021-09-30 14:02:11.921346,s_97946,c_1609,15.99,0,m,1980,42,"(33.0, 48.0]",40,9,162007.34000000064,"(13.9, 15.99]",12855,1428,3
0_2033,2021-08-30 13:36:55.130553,s_82693,c_1609,14.99,0,m,1980,42,"(33.0, 48.0]",40,8,162007.34000000064,"(13.9, 15.99]",12855,901,5
1_400,2021-05-16 00:31:54.812805,s_35064,c_1609,16.6,1,m,1980,42,"(33.0, 48.0]",40,5,162007.34000000064,"(15.99, 17.99]",12855,1132,4
1_262,2021-07-10 08:03:14.313263,s_60351,c_1609,26.25,1,m,1980,42,"(33.0, 48.0]",40,7,162007.34000000064,"(20.99, 27.52]",12855,829,2
0_1518,2021-07-06 21:18:50.459646,s_58787,c_3454,4.18,0,m,1969,53,"(48.0, 63.0]",55,7,54466.37999999937,"(0.619, 4.99]",3275,243,1
0_1472,2021-08-01 23:50:38.637297,s_70162,c_1609,12.49,0,m,1980,42,"(33.0, 48.0]",40,8,162007.34000000064,"(11.73, 13.9]",12855,901,2
0_1405,2021-05-30 07:24:36.763777,s_41547,c_1609,4.99,0,m,1980,42,"(33.0, 48.0]",40,5,162007.34000000064,"(0.619, 4.99]",12855,1132,2
0_1412,2021-04-27 10:53:22.152755,s_26486,c_1609,11.73,0,m,1980,42,"(33.0, 48.0]",40,4,162007.34000000064,"(9.87, 11.73]",12855,1091,3
0_1270,2021-11-14 01:05:23.596700,s_119275,c_1609,6.62,0,m,1980,42,"(33.0, 48.0]",40,11,162007.34000000064,"(4.99, 7.41]",12855,1057,3
0_1112,2021-08-04 14:23:37.252757,s_71299,c_1609,7.27,0,m,1980,42,"(33.0, 48.0]",40,8,162007.34000000064,"(4.99, 7.41]",12855,901,1
1_515,2021-12-27 22:44:33.937286,s_141031,c_1609,17.99,1,m,1980,42,"(33.0, 48.0]",40,12,162007.34000000064,"(15.99, 17.99]",12855,1287,4
0_1479,2021-08-24 11:08:56.802059,s_80017,c_1609,15.99,0,m,1980,42,"(33.0, 48.0]",40,8,162007.34000000064,"(13.9, 15.99]",12855,901,7
1_363,2022-02-17 01:00:22.146390,s_166345,c_1609,16.99,1,m,1980,42,"(33.0, 48.0]",40,2,162007.34000000064,"(15.99, 17.99]",12855,1074,2
0_1519,2021-09-29 18:07:30.364820,s_97533,c_6714,5.99,0,f,1968,54,"(48.0, 63.0]",55,9,73220.8,"(4.99, 7.41]",4473,464,7
1_480,2021-09-20 07:08:23.605817,s_92641,c_1609,19.08,1,m,1980,42,"(33.0, 48.0]",40,9,162007.34000000064,"(17.99, 20.99]",12855,1428,2
0_2228,2021-09-21 12:55:57.292371,s_93235,c_1609,13.06,0,m,1980,42,"(33.0, 48.0]",40,9,162007.34000000064,"(11.73, 13.9]",12855,1428,6
1_417,2021-05-13 20:26:45.833460,s_34114,c_3454,20.99,1,m,1969,53,"(48.0, 63.0]",55,5,54466.37999999937,"(17.99, 20.99]",3275,276,1
1_348,2022-01-26 05:00:49.877954,s_155319,c_1609,16.15,1,m,1980,42,"(33.0, 48.0]",40,1,162007.34000000064,"(15.99, 17.99]",12855,1011,2
0_1401,2021-11-15 01:09:02.900407,s_119778,c_1609,10.99,0,m,1980,42,"(33.0, 48.0]",40,11,162007.34000000064,"(9.87, 11.73]",12855,1057,1
0_1476,2021-05-11 14:33:57.560915,s_33061,c_1609,15.66,0,m,1980,42,"(33.0, 48.0]",40,5,162007.34000000064,"(13.9, 15.99]",12855,1132,2
0_1501,2021-04-23 20:46:59.860707,s_24756,c_1609,11.99,0,m,1980,42,"(33.0, 48.0]",40,4,162007.34000000064,"(11.73, 13.9]",12855,1091,1
0_1378,2021-03-13 10:26:09.070952,s_5688,c_1609,13.96,0,m,1980,42,"(33.0, 48.0]",40,3,162007.34000000064,"(13.9, 15.99]",12855,1083,3
0_1491,2021-08-06 12:15:18.065458,s_72104,c_1609,5.99,0,m,1980,42,"(33.0, 48.0]",40,8,162007.34000000064,"(4.99, 7.41]",12855,901,3
2_32,2022-02-13 00:09:07.787402,s_164231,c_4958,55.79,2,m,1999,23,"(17.925, 33.0]",25,2,144257.21000000183,"(27.52, 300.0]",2562,305,3
0_711,2021-04-14 03:31:17.788677,s_20278,c_1609,4.99,0,m,1980,42,"(33.0, 48.0]",40,4,162007.34000000064,"(0.619, 4.99]",12855,1091,2
1_395,2021-05-21 21:02:32.631518,s_37684,c_1609,28.99,1,m,1980,42,"(33.0, 48.0]",40,5,162007.34000000064,"(27.52, 300.0]",12855,1132,3
0_1580,2021-03-31 01:33:15.821110,s_13765,c_1609,13.26,0,m,1980,42,"(33.0, 48.0]",40,3,162007.34000000064,"(11.73, 13.9]",12855,1083,4
0_2098,2022-02-26 23:59:34.959916,s_171408,c_1609,14.37,0,m,1980,42,"(33.0, 48.0]",40,2,162007.34000000064,"(13.9, 15.99]",12855,1074,3
0_1474,2021-03-04 04:39:21.409341,s_1468,c_1609,9.88,0,m,1980,42,"(33.0, 48.0]",40,3,162007.34000000064,"(9.87, 11.73]",12855,1083,5
0_2056,2021-09-02 12:03:59.108280,s_84009,c_1609,5.13,0,m,1980,42,"(33.0, 48.0]",40,9,162007.34000000064,"(4.99, 7.41]",12855,1428,3
0_1367,2021-12-04 18:02:34.677114,s_129397,c_6714,11.99,0,f,1968,54,"(48.0, 63.0]",55,12,73220.8,"(11.73, 13.9]",4473,400,1
0_1487,2021-06-01 09:51:15.713063,s_42525,c_6714,4.99,0,f,1968,54,"(48.0, 63.0]",55,6,73220.8,"(0.619, 4.99]",4473,387,7
2_209,2022-02-02 21:23:09.826322,s_159019,c_4958,69.99,2,m,1999,23,"(17.925, 33.0]",25,2,144257.21000000183,"(27.52, 300.0]",2562,305,2
1_488,2021-09-16 02:45:19.715271,s_90570,c_3454,12.19,1,m,1969,53,"(48.0, 63.0]",55,9,54466.37999999937,"(11.73, 13.9]",3275,300,1
0_1566,2021-05-10 14:27:18.029936,s_32581,c_1609,9.04,0,m,1980,42,"(33.0, 48.0]",40,5,162007.34000000064,"(7.41, 9.87]",12855,1132,3
1_459,2021-05-09 10:41:20.189145,s_32082,c_3454,15.99,1,m,1969,53,"(48.0, 63.0]",55,5,54466.37999999937,"(13.9, 15.99]",3275,276,1
0_2022,2022-02-20 00:58:29.866624,s_167863,c_6714,7.73,0,f,1968,54,"(48.0, 63.0]",55,2,73220.8,"(7.41, 9.87]",4473,348,7
1_435,2022-01-12 17:01:36.657119,s_148825,c_6714,11.99,1,f,1968,54,"(48.0, 63.0]",55,1,73220.8,"(11.73, 13.9]",4473,380,3
0_1345,2021-05-27 15:47:32.007771,s_40301,c_1609,17.99,0,m,1980,42,"(33.0, 48.0]",40,5,162007.34000000064,"(15.99, 17.99]",12855,1132,4
0_1424,2021-03-20 01:17:16.044444,s_8746,c_1609,8.41,0,m,1980,42,"(33.0, 48.0]",40,3,162007.34000000064,"(7.41, 9.87]",12855,1083,4
0_631,2021-12-11 18:14:16.480572,s_132900,c_3454,15.99,0,m,1969,53,"(48.0, 63.0]",55,12,54466.37999999937,"(13.9, 15.99]",3275,373,2
0_1555,2021-05-12 05:40:46.599583,s_33361,c_6714,15.99,0,f,1968,54,"(48.0, 63.0]",55,5,73220.8,"(13.9, 15.99]",4473,391,5
1_395,2022-02-23 19:45:28.710668,s_169804,c_3454,28.99,1,m,1969,53,"(48.0, 63.0]",55,2,54466.37999999937,"(27.52, 300.0]",3275,298,1
1_376,2021-11-26 12:46:11.959704,s_125342,c_1609,17.49,1,m,1980,42,"(33.0, 48.0]",40,11,162007.34000000064,"(15.99, 17.99]",12855,1057,3
0_1440,2022-01-30 14:51:31.518383,s_157449,c_1609,5.62,0,m,1980,42,"(33.0, 48.0]",40,1,162007.34000000064,"(4.99, 7.41]",12855,1011,4
1_263,2022-01-21 23:09:23.295983,s_153281,c_3454,40.99,1,m,1969,53,"(48.0, 63.0]",55,1,54466.37999999937,"(27.52, 300.0]",3275,336,1
0_1736,2021-06-12 11:29:30.072924,s_47609,c_1609,3.83,0,m,1980,42,"(33.0, 48.0]",40,6,162007.34000000064,"(0.619, 4.99]",12855,946,4
2_208,2022-02-27 21:43:19.359315,s_171864,c_4958,54.87,2,m,1999,23,"(17.925, 33.0]",25,2,144257.21000000183,"(27.52, 300.0]",2562,305,2
1_498,2022-01-02 09:52:36.730925,s_143801,c_4958,23.37,1,m,1999,23,"(17.925, 33.0]",25,1,144257.21000000183,"(20.99, 27.52]",2562,198,2
0_1140,2021-05-07 09:17:38.765517,s_31088,c_3454,3.73,0,m,1969,53,"(48.0, 63.0]",55,5,54466.37999999937,"(0.619, 4.99]",3275,276,1
0_1636,2021-12-21 03:49:20.277944,s_137527,c_1609,9.45,0,m,1980,42,"(33.0, 48.0]",40,12,162007.34000000064,"(7.41, 9.87]",12855,1287,5
0_1630,2022-02-26 10:20:20.078398,s_171121,c_1609,12.48,0,m,1980,42,"(33.0, 48.0]",40,2,162007.34000000064,"(11.73, 13.9]",12855,1074,5
1_433,2021-06-09 22:43:26.528770,s_46458,c_6714,18.99,1,f,1968,54,"(48.0, 63.0]",55,6,73220.8,"(17.99, 20.99]",4473,387,5
1_379,2021-08-04 15:53:20.266754,s_71329,c_4958,26.99,1,m,1999,23,"(17.925, 33.0]",25,8,144257.21000000183,"(20.99, 27.52]",2562,255,2
0_1525,2021-06-17 02:00:43.520595,s_49681,c_6714,6.99,0,f,1968,54,"(48.0, 63.0]",55,6,73220.8,"(4.99, 7.41]",4473,387,7
1_396,2021-09-02 16:11:41.776379,s_84103,c_3454,18.6,1,m,1969,53,"(48.0, 63.0]",55,9,54466.37999999937,"(17.99, 20.99]",3275,300,1
1_363,2021-07-13 12:50:32.003739,s_61720,c_4958,16.99,1,m,1999,23,"(17.925, 33.0]",25,7,144257.21000000183,"(15.99, 17.99]",2562,264,2
1_661,2021-04-17 14:13:25.824128,s_21870,c_3454,22.99,1,m,1969,53,"(48.0, 63.0]",55,4,54466.37999999937,"(20.99, 27.52]",3275,275,1
1_283,2021-08-24 17:47:34.261696,s_80126,c_1609,14.99,1,m,1980,42,"(33.0, 48.0]",40,8,162007.34000000064,"(13.9, 15.99]",12855,901,3
0_1518,2021-05-27 17:10:40.102676,s_40318,c_1609,4.18,0,m,1980,42,"(33.0, 48.0]",40,5,162007.34000000064,"(0.619, 4.99]",12855,1132,3
0_1000,2021-04-08 13:39:46.239175,s_17718,c_6714,6.84,0,f,1968,54,"(48.0, 63.0]",55,4,73220.8,"(4.99, 7.41]",4473,401,7
0_1486,2021-03-27 14:11:49.685350,s_12202,c_6714,4.89,0,f,1968,54,"(48.0, 63.0]",55,3,73220.8,"(0.619, 4.99]",4473,391,6
0_2229,2021-06-21 21:02:02.093580,s_51906,c_1609,4.99,0,m,1980,42,"(33.0, 48.0]",40,6,162007.34000000064,"(0.619, 4.99]",12855,946,4
1_392,2021-12-07 21:23:40.298701,s_130955,c_3454,18.11,1,m,1969,53,"(48.0, 63.0]",55,12,54466.37999999937,"(17.99, 20.99]",3275,373,2
1_425,2021-07-20 02:11:29.283126,s_64647,c_3454,16.99,1,m,1969,53,"(48.0, 63.0]",55,7,54466.37999999937,"(15.99, 17.99]",3275,243,1
1_660,2021-05-21 01:00:40.129480,s_37307,c_3454,22.23,1,m,1969,53,"(48.0, 63.0]",55,5,54466.37999999937,"(20.99, 27.52]",3275,276,2
1_381,2021-12-09 06:41:38.078877,s_131629,c_6714,15.99,1,f,1968,54,"(48.0, 63.0]",55,12,73220.8,"(13.9, 15.99]",4473,400,3
1_381,2021-05-24 05:32:44.512406,s_38731,c_1609,15.99,1,m,1980,42,"(33.0, 48.0]",40,5,162007.34000000064,"(13.9, 15.99]",12855,1132,7
1_437,2022-01-21 04:52:41.408842,s_152896,c_6714,26.99,1,f,1968,54,"(48.0, 63.0]",55,1,73220.8,"(20.99, 27.52]",4473,380,3
1_660,2021-11-21 03:56:48.963493,s_122741,c_6714,22.23,1,f,1968,54,"(48.0, 63.0]",55,11,73220.8,"(20.99, 27.52]",4473,410,4
2_108,2022-01-18 08:21:43.188938,s_151557,c_4958,63.36,2,m,1999,23,"(17.925, 33.0]",25,1,144257.21000000183,"(27.52, 300.0]",2562,198,2
1_296,2021-07-21 16:18:14.385889,s_65312,c_3454,24.67,1,m,1969,53,"(48.0, 63.0]",55,7,54466.37999999937,"(20.99, 27.52]",3275,243,1
0_1457,2021-03-20 10:00:51.306726,s_8937,c_1609,11.99,0,m,1980,42,"(33.0, 48.0]",40,3,162007.34000000064,"(11.73, 13.9]",12855,1083,3
1_437,2021-03-21 17:16:44.026660,s_9539,c_4958,26.99,1,m,1999,23,"(17.925, 33.0]",25,3,144257.21000000183,"(20.99, 27.52]",2562,219,2
0_2270,2022-01-05 21:37:43.376690,s_145519,c_6714,16.58,0,f,1968,54,"(48.0, 63.0]",55,1,73220.8,"(15.99, 17.99]",4473,380,2
1_313,2022-02-04 13:04:28.722359,s_159850,c_6714,27.99,1,f,1968,54,"(48.0, 63.0]",55,2,73220.8,"(27.52, 300.0]",4473,348,6
1_257,2021-05-12 22:07:14.127994,s_33670,c_1609,22.99,1,m,1980,42,"(33.0, 48.0]",40,5,162007.34000000064,"(20.99, 27.52]",12855,1132,4
0_1440,2021-04-26 15:19:02.083930,s_26083,c_6714,5.62,0,f,1968,54,"(48.0, 63.0]",55,4,73220.8,"(4.99, 7.41]",4473,401,3
0_1407,2021-09-29 03:42:26.358669,s_97194,c_1609,13.99,0,m,1980,42,"(33.0, 48.0]",40,9,162007.34000000064,"(13.9, 15.99]",12855,1428,2
0_2215,2021-08-14 01:55:20.476974,s_75423,c_1609,3.99,0,m,1980,42,"(33.0, 48.0]",40,8,162007.34000000064,"(0.619, 4.99]",12855,901,2
1_363,2021-04-02 10:37:32.378987,s_14901,c_4958,16.99,1,m,1999,23,"(17.925, 33.0]",25,4,144257.21000000183,"(15.99, 17.99]",2562,209,1
1_40,2022-01-27 13:48:12.389760,s_155986,c_6714,30.25,1,f,1968,54,"(48.0, 63.0]",55,1,73220.8,"(27.52, 300.0]",4473,380,2
1_397,2022-01-02 21:29:20.368550,s_144034,c_6714,18.99,1,f,1968,54,"(48.0, 63.0]",55,1,73220.8,"(17.99, 20.99]",4473,380,6
0_1587,2021-11-15 14:45:09.257727,s_120038,c_1609,14.99,0,m,1980,42,"(33.0, 48.0]",40,11,162007.34000000064,"(13.9, 15.99]",12855,1057,1
0_1623,2022-01-10 09:36:59.172789,s_147710,c_1609,7.99,0,m,1980,42,"(33.0, 48.0]",40,1,162007.34000000064,"(7.41, 9.87]",12855,1011,4
1_417,2021-11-10 01:04:32.318002,s_117310,c_6714,20.99,1,f,1968,54,"(48.0, 63.0]",55,11,73220.8,"(17.99, 20.99]",4473,410,6
1_320,2021-03-15 22:52:10.212743,s_6848,c_4958,27.46,1,m,1999,23,"(17.925, 33.0]",25,3,144257.21000000183,"(20.99, 27.52]",2562,219,1
2_181,2022-02-18 17:44:01.552840,s_167207,c_4958,57.99,2,m,1999,23,"(17.925, 33.0]",25,2,144257.21000000183,"(27.52, 300.0]",2562,305,2
1_634,2021-12-20 00:26:15.526924,s_136969,c_6714,21.18,1,f,1968,54,"(48.0, 63.0]",55,12,73220.8,"(20.99, 27.52]",4473,400,2
1_287,2022-01-23 15:39:06.323438,s_154084,c_3454,29.99,1,m,1969,53,"(48.0, 63.0]",55,1,54466.37999999937,"(27.52, 300.0]",3275,336,1
0_1426,2021-08-12 17:11:52.363575,s_74831,c_1609,13.44,0,m,1980,42,"(33.0, 48.0]",40,8,162007.34000000064,"(11.73, 13.9]",12855,901,2
0_1441,2021-09-09 12:11:32.808851,s_87285,c_1609,18.99,0,m,1980,42,"(33.0, 48.0]",40,9,162007.34000000064,"(17.99, 20.99]",12855,1428,4
0_1416,2021-06-03 07:31:21.743943,s_43407,c_3454,9.56,0,m,1969,53,"(48.0, 63.0]",55,6,54466.37999999937,"(7.41, 9.87]",3275,241,1
0_1520,2021-08-17 13:09:29.154840,s_76959,c_1609,9.32,0,m,1980,42,"(33.0, 48.0]",40,8,162007.34000000064,"(7.41, 9.87]",12855,901,4
0_1503,2021-04-15 11:53:01.601659,s_20900,c_3454,15.99,0,m,1969,53,"(48.0, 63.0]",55,4,54466.37999999937,"(13.9, 15.99]",3275,275,1
1_388,2021-08-23 04:26:57.144341,s_79468,c_1609,16.7,1,m,1980,42,"(33.0, 48.0]",40,8,162007.34000000064,"(15.99, 17.99]",12855,901,5
1_257,2021-06-26 14:37:17.832423,s_54111,c_3454,22.99,1,m,1969,53,"(48.0, 63.0]",55,6,54466.37999999937,"(20.99, 27.52]",3275,241,2
0_1355,2021-09-04 06:19:19.443883,s_84835,c_6714,18.99,0,f,1968,54,"(48.0, 63.0]",55,9,73220.8,"(17.99, 20.99]",4473,464,6
0_1053,2021-09-24 22:21:10.272350,s_94974,c_3454,10.99,0,m,1969,53,"(48.0, 63.0]",55,9,54466.37999999937,"(9.87, 11.73]",3275,300,1
0_1156,2021-11-17 11:06:18.637546,s_120951,c_1609,12.79,0,m,1980,42,"(33.0, 48.0]",40,11,162007.34000000064,"(11.73, 13.9]",12855,1057,2
0_1400,2021-12-04 12:31:03.809340,s_129298,c_6714,5.15,0,f,1968,54,"(48.0, 63.0]",55,12,73220.8,"(4.99, 7.41]",4473,400,2
0_1441,2022-01-05 14:54:30.175116,s_145374,c_6714,18.99,0,f,1968,54,"(48.0, 63.0]",55,1,73220.8,"(17.99, 20.99]",4473,380,6
0_1448,2021-11-04 18:50:01.943078,s_114751,c_1609,18.94,0,m,1980,42,"(33.0, 48.0]",40,11,162007.34000000064,"(17.99, 20.99]",12855,1057,3
1_133,2021-04-28 07:12:21.589503,s_26872,c_3454,21.99,1,m,1969,53,"(48.0, 63.0]",55,4,54466.37999999937,"(20.99, 27.52]",3275,275,1
1_379,2021-11-29 22:50:43.931748,s_127021,c_1609,26.99,1,m,1980,42,"(33.0, 48.0]",40,11,162007.34000000064,"(20.99, 27.52]",12855,1057,1
1_301,2022-02-10 11:10:56.661453,s_162898,c_1609,27.99,1,m,1980,42,"(33.0, 48.0]",40,2,162007.34000000064,"(27.52, 300.0]",12855,1074,3
1_461,2021-11-12 10:32:15.640531,s_118475,c_3454,12.99,1,m,1969,53,"(48.0, 63.0]",55,11,54466.37999999937,"(11.73, 13.9]",3275,291,3
0_1361,2021-09-24 04:26:26.240813,s_94596,c_1609,3.99,0,m,1980,42,"(33.0, 48.0]",40,9,162007.34000000064,"(0.619, 4.99]",12855,1428,3
1_209,2022-01-28 15:38:29.942336,s_156497,c_6714,8.99,1,f,1968,54,"(48.0, 63.0]",55,1,73220.8,"(7.41, 9.87]",4473,380,1
0_1585,2021-07-10 06:11:44.155298,s_60314,c_1609,4.99,0,m,1980,42,"(33.0, 48.0]",40,7,162007.34000000064,"(0.619, 4.99]",12855,829,1
0_1390,2021-12-11 09:48:52.857059,s_132720,c_1609,19.37,0,m,1980,42,"(33.0, 48.0]",40,12,162007.34000000064,"(17.99, 20.99]",12855,1287,2
2_113,2021-05-29 02:58:23.886929,s_40996,c_4958,56.99,2,m,1999,23,"(17.925, 33.0]",25,5,144257.21000000183,"(27.52, 300.0]",2562,214,1
1_286,2021-12-28 00:11:52.990730,s_141058,c_6714,29.44,1,f,1968,54,"(48.0, 63.0]",55,12,73220.8,"(27.52, 300.0]",4473,400,5
0_1225,2021-03-26 02:11:00.096758,s_11528,c_1609,12.99,0,m,1980,42,"(33.0, 48.0]",40,3,162007.34000000064,"(11.73, 13.9]",12855,1083,3
1_461,2022-02-13 04:56:35.560470,s_164341,c_1609,12.99,1,m,1980,42,"(33.0, 48.0]",40,2,162007.34000000064,"(11.73, 13.9]",12855,1074,3
0_1316,2022-02-04 10:24:28.972933,s_159809,c_1609,7.2,0,m,1980,42,"(33.0, 48.0]",40,2,162007.34000000064,"(4.99, 7.41]",12855,1074,3
0_1522,2021-03-29 03:13:57.412796,s_12908,c_1609,5.16,0,m,1980,42,"(33.0, 48.0]",40,3,162007.34000000064,"(4.99, 7.41]",12855,1083,2
0_628,2022-02-04 16:51:46.433506,s_159931,c_1609,19.03,0,m,1980,42,"(33.0, 48.0]",40,2,162007.34000000064,"(17.99, 20.99]",12855,1074,2
0_1486,2021-03-23 10:11:05.944972,s_10302,c_6714,4.89,0,f,1968,54,"(48.0, 63.0]",55,3,73220.8,"(0.619, 4.99]",4473,391,6
0_1388,2021-11-12 15:11:37.036942,s_118569,c_6714,17.15,0,f,1968,54,"(48.0, 63.0]",55,11,73220.8,"(15.99, 17.99]",4473,410,3
1_445,2021-12-01 14:51:48.126505,s_127845,c_6714,23.99,1,f,1968,54,"(48.0, 63.0]",55,12,73220.8,"(20.99, 27.52]",4473,400,6
0_1277,2021-08-18 15:44:33.155329,s_77470,c_6714,7.99,0,f,1968,54,"(48.0, 63.0]",55,8,73220.8,"(7.41, 9.87]",4473,290,5
0_1354,2022-02-07 12:58:28.740146,s_161400,c_1609,7.02,0,m,1980,42,"(33.0, 48.0]",40,2,162007.34000000064,"(4.99, 7.41]",12855,1074,3
1_142,2021-03-19 14:10:54.153805,s_8542,c_1609,17.76,1,m,1980,42,"(33.0, 48.0]",40,3,162007.34000000064,"(15.99, 17.99]",12855,1083,2
2_206,2021-07-30 13:31:46.941659,s_69114,c_4958,71.21,2,m,1999,23,"(17.925, 33.0]",25,7,144257.21000000183,"(27.52, 300.0]",2562,264,1
1_383,2022-01-08 03:18:34.397710,s_146628,c_1609,28.99,1,m,1980,42,"(33.0, 48.0]",40,1,162007.34000000064,"(27.52, 300.0]",12855,1011,3
0_1434,2021-05-31 06:00:33.855816,s_41979,c_1609,8.58,0,m,1980,42,"(33.0, 48.0]",40,5,162007.34000000064,"(7.41, 9.87]",12855,1132,3
1_363,2021-05-23 11:35:50.154315,s_38413,c_3454,16.99,1,m,1969,53,"(48.0, 63.0]",55,5,54466.37999999937,"(15.99, 17.99]",3275,276,2
0_88,2021-06-11 15:31:20.504586,s_47243,c_1609,8.3,0,m,1980,42,"(33.0, 48.0]",40,6,162007.34000000064,"(7.41, 9.87]",12855,946,3
0_1013,2021-03-12 02:41:09.803204,s_5111,c_1609,4.99,0,m,1980,42,"(33.0, 48.0]",40,3,162007.34000000064,"(0.619, 4.99]",12855,1083,2
1_250,2021-06-10 04:27:04.690191,s_46568,c_6714,20.76,1,f,1968,54,"(48.0, 63.0]",55,6,73220.8,"(17.99, 20.99]",4473,387,5
1_288,2021-03-19 16:21:35.368503,s_8580,c_3454,22.09,1,m,1969,53,"(48.0, 63.0]",55,3,54466.37999999937,"(20.99, 27.52]",3275,259,2
1_412,2021-12-13 17:20:15.353211,s_133838,c_1609,16.65,1,m,1980,42,"(33.0, 48.0]",40,12,162007.34000000064,"(15.99, 17.99]",12855,1287,3
0_1400,2021-04-01 05:20:57.300784,s_14311,c_3454,5.15,0,m,1969,53,"(48.0, 63.0]",55,4,54466.37999999937,"(4.99, 7.41]",3275,275,1
